Gene,Annotation1,Annotation2,Annotation3,Annotation4,Annotation5,Annotation6,Annotation7,Annotation8,Annotation9,Annotation10,Annotation11,Annotation12,Annotation13,Annotation14,Annotation15,Annotation16,Annotation17,Annotation18,Annotation19,Annotation20
gene1,0.5893646651385499,0.2155762632771263,0.5751046686433423,0.3584472494284052,0.5813582840038174,0.0840399411127074,0.13560572319554787,0.8818261118718491,0.6067381705497736,0.7965646911651075,0.06775787430107949,0.8761445650371943,0.5102900207663722,0.1308063958050123,0.8159533734260391,0.8729957748499472,0.5893002645990538,0.6038921947319409,0.6431074856075242,0.9659541986388337
gene1,0.6251423579166016,0.6070796042686095,0.49489095792644666,0.02354610435420945,0.5426987880342549,0.4734574994945929,0.613541297512175,0.43875430222575185,0.9151613309892025,0.454665873139113,0.3534596462729558,0.4713612818518035,0.08182796190778396,0.48774740109994097,0.12064626475329399,0.6038905958625411,0.19458478355439268,0.3459297989203841,0.18003596022102364,0.4855604288289982
gene1,0.7060520321795413,0.35100478806957713,0.37989930374333525,0.3137159177148987,0.33125316222027235,0.6434690632308583,0.8396879925239399,0.9231355663611909,0.04431941375678361,0.579447297837696,0.7623071936527894,0.42347479143304023,0.4972888564611839,0.3160097432755742,0.14361547408748487,0.3794160724943667,0.0631717494191687,0.6969299828758432,0.6434807391835435,0.5539623058539596
gene1,0.5309888152349679,0.13354127962539653,0.048447282271461556,0.2259533608968236,0.8631744484722476,0.2171128818565633,0.6971625048899581,0.745108734854001,0.5649640426162474,0.3336844155243245,0.8084237160681299,0.6885289235675108,0.4959516908854943,0.8031895159436099,0.6192217360814611,0.17973287798454496,0.7604874283832596,0.02160849125659048,0.04863907714993343,0.7542906659236722
gene1,0.6324474314944283,0.48809671426620094,0.6674841980989962,0.8862091716982469,0.756741210465465,0.7297851576974012,0.608263039188558,0.19617483446672956,0.7445970055332441,0.6203112728290513,0.1489551427656043,0.9503509415164816,0.14468475209564835,0.28839800447971775,0.17712071047575662,0.34808844651561155,0.7649844617698012,0.8837001917169828,0.8374040191042693,0.4050316008948579
gene1,0.7658977824818911,0.9690307763866066,0.1906861350705572,0.7827052959177327,0.9985534253754206,0.633204939051442,0.5240454607293714,0.1926477976206028,0.20524640468196276,0.2701298825812881,0.5290689989179448,0.12458222396572305,0.24898337404538495,0.0013254223783870644,0.69120331343085,0.16648505160737792,0.4864363933152751,0.6533627828174413,0.05093391845074424,0.4593681627005304
gene1,0.8414681287813117,0.086063025064815,0.11699683246291193,0.02108003354462018,0.9870655877036466,0.5549495180263619,0.6437916899667565,0.6698903386280468,0.9857922251615067,0.6767293103114519,0.9356628872439031,0.35518638556080506,0.6059272134510411,0.43985226062113225,0.4870221119396727,0.8449388167665262,0.9687523830677225,0.9233423634891512,0.527926474259356,0.12872739972860137
gene1,0.4392469779979671,0.8216631284434122,0.17314796262030596,0.8117308902969064,0.673478911799947,0.11028148704487284,0.5887216121891194,0.32149512313063733,0.9986236859041444,0.1332621442098023,0.1762279369055625,0.30764490147164036,0.5497548076947816,0.5637989006543115,0.5053582492534966,0.5463839090985445,0.3510113643516637,0.8186210486949586,0.0534149039300682,0.5061855261425037
gene1,0.9579580528828517,0.2686584544435958,0.9136579341045902,0.2756675832731611,0.48419688505648484,0.6395006311735171,0.14986226101136213,0.3569163250270547,0.17989121963830157,0.6307210667289262,0.8576634274582622,0.37059205018351193,0.8897100407243225,0.7249715672654844,0.2800056756780448,0.9047123718127328,0.5633348637198841,0.11259824879908309,0.8648093145553214,0.013266517783792842
gene1,0.8590602854527775,0.9784222389892728,0.7094154627201223,0.2475043501886941,0.7417561585490882,0.8322156768226312,0.44386454966165834,0.0441854444496218,0.23802163454893432,0.6634128619247329,0.1889577642788316,0.5507782522114212,0.3035155575823776,0.477800175822815,0.09871730439304749,0.8910143623243417,0.0766034495338288,0.5192321894425618,0.1179479147650827,0.7756971618802565
gene1,0.6515432586303218,0.17049930322065188,0.580123707308136,0.5610123225433931,0.6618305177134152,0.22526167519508422,0.9297445772812223,0.9314013822492639,0.09026971488763047,0.9190812490608844,0.7525284024055545,0.5631412435395541,0.3627491751782401,0.6452677114383903,0.35749913254525845,0.7642323952711546,0.20895184190623872,0.7983063672935254,0.6727882873479818,0.30924620624578614
gene1,0.36791354706190604,0.7269052926372278,0.15278436835837805,0.9145270103589879,0.5952571323174848,0.789521202975693,0.6519671706796939,0.4093491970118792,0.26742210694044044,0.884808083003038,0.4325912576064316,0.20780714792684596,0.7160492949375507,0.6158279963114717,0.9301949015729775,0.43677997520817047,0.441145702430328,0.10745020232454794,0.7179618624300915,0.3784933012629417
gene1,0.32534300120140347,0.24010439471903067,0.8587800986105966,0.8365850870339512,0.862555829454273,0.007237363976338784,0.9124308253867104,0.15198110710930668,0.8444932432602337,0.29411374591475414,0.5548607906951556,0.7588853809877876,0.6870169717511282,0.1293622343989409,0.7646655359472241,0.8333578599490149,0.47090776298166026,0.5745453211939975,0.6222376259300048,0.9584540394747845
gene1,0.9439014439075422,0.9178936686612811,0.37564681447409776,0.2669063186538071,0.7019845768740821,0.7839380730006588,0.5555464672887518,0.87162351658299,0.8620708603295926,0.8009865512056301,0.9799660671488312,0.4213676701265182,0.4661572260785457,0.9618638743055694,0.5186165286727588,0.6794071394846752,0.02708837145217391,0.3738833573542888,0.530023585091018,0.5766191768118524
gene1,0.9776895611625382,0.007274613059357837,0.9722254813145933,0.43556518910880304,0.11119897093324815,0.5376512401956862,0.6524428909229342,0.36650932719538076,0.15169431193922012,0.7498617610721657,0.11888240224878399,0.9159980136270898,0.9271989170475956,0.13683126025311798,0.09869774392610486,0.3650512507956538,0.18506738081538654,0.7483456975936003,0.9319633779552359,0.5859422833577898
gene1,0.6562282892134638,0.26463068247722976,0.9309485162545997,0.9947710024191198,0.49021925913839814,0.9847596579021581,0.36450690338547187,0.09536259169110306,0.8791510766430807,0.3649856427239535,0.02050216045728026,0.8428656437398545,0.13247588717356262,0.949088769758631,0.08411875825826198,0.276438695950308,0.9756214273649846,0.9813022017607321,0.858787469577083,0.4707027561262873
gene1,0.44028239528064794,0.2123180065542991,0.356308601273272,0.423478444586623,0.3693866879458242,0.6108991783995924,0.2042165599113409,0.25593581882766425,0.5954892196259891,0.6761582876374288,0.09925264506216191,0.6062080271071358,0.47569307651875825,0.538655736740191,0.17142630591611463,0.04803973527239058,0.2140109182315374,0.9930097456036929,0.5856455499632156,0.9139779634906634
gene1,0.6881977136928797,0.9993557475468149,0.7094005203980801,0.8413900935385332,0.14059314469269946,0.01685292360311741,0.5495123540472752,0.7216136929753924,0.20306441217889148,0.8772658186043104,0.8049516462133686,0.7259677779433654,0.9608986594407769,0.7881335946601921,0.155418666067355,0.9946366716477985,0.4308800315614706,0.17404792207824438,0.025230845935580115,0.8747226422748803
gene1,0.5728009422715756,0.6455144370887435,0.8209421998650245,0.46866635898843,0.043262791253848354,0.45154628096640315,0.3127451452704524,0.5495378527810062,0.472001307822578,0.3336719561704127,0.3213079392047886,0.2956656005245315,0.43488672208128587,0.7202785232422806,0.6390004277595808,0.34665938492360804,0.10188322783899095,0.10569639446684154,0.3984926227724155,0.5756472188378985
gene1,0.7600194843250304,0.8471258400635558,0.5531995751567644,0.9612963868211291,0.1840148305580841,0.6520579231004302,0.6337319100822383,0.34500921203525536,0.380684941801416,0.7089787479342193,0.5075898367428888,0.3056408997241251,0.4634393788163649,0.09549613863453055,0.9989895815168595,0.8889621729248127,0.6370112975141511,0.1548716313136409,0.3445223937971774,0.003280565141511871
gene1,0.5471134972599734,0.32272217076262066,0.18622638592859975,0.30116882337835216,0.2709305843738655,0.3633804071751596,0.7726261227321518,0.6781591031601867,0.22410113465411452,0.2959006646846053,0.2923319029754413,0.7714166932784727,0.6007748251265076,0.5541172135194694,0.2309489952074053,0.9735417160215343,0.7428374960696288,0.46431001890212287,0.8081256011894468,0.48745789042867127
gene1,0.0642224398730119,0.1997586663911609,0.8108807421803663,0.9072162903021392,0.34164199380628624,0.6422339379493162,0.046386475954211304,0.2107793336621212,0.3850596246639413,0.9632181639036298,0.10866573835102533,0.4109872793160514,0.4722122769281881,0.38609707826101414,0.5635997911552099,0.7165223736457476,0.5114776816540503,0.5533736772271919,0.5340128823792406,0.46244141673002837
gene1,0.2802142239570302,0.807383023740757,0.540461470918668,0.48403900822379553,0.41958161187329335,0.9697530279238792,0.44541684916395985,0.7686362253474656,0.7295634784505914,0.5149452145408269,0.8810874764774017,0.8854665573194977,0.8135285716017161,0.7759611519255012,0.2695535808012889,0.215106446084948,0.5130276349441897,0.6914533655581073,0.8519927670613734,0.6098395996566329
gene1,0.8742612479166353,0.2516337421247,0.3976296515203086,0.8317597114073353,0.6180165396237781,0.6492034828616808,0.3213994037870159,0.8586080773543534,0.089260567865043,0.04574359902920078,0.23891602282430158,0.21740802590662,0.35308540413439227,0.9464960322656416,0.9730273646856769,0.30768257201375615,0.5078710250760881,0.6031503650808736,0.8836813348368596,0.7328860637575968
gene1,0.9468418964927715,0.02220598778195837,0.05667479166043943,0.5641797962435515,0.26688602601581013,0.7791298935002836,0.9838847617773058,0.42859031643606493,0.011934604817841254,0.7003709405059455,0.19678343332781256,0.4587124243662881,0.6477113282161526,0.4025829873601168,0.7246821500493629,0.7477206326462155,0.7127530779711369,0.3122924452120852,0.3921622991451166,0.534539452714662
gene1,0.11052070449160645,0.0810073114597809,0.16523452422772822,0.1546804552390959,0.12117645757963547,0.14612089342136003,0.5672740940428622,0.7324097739109618,0.3816347582341628,0.2917869651201056,0.9026503478053389,0.16879790378534154,0.018959018842733988,0.9455630563618896,0.14453918107744335,0.41752809158868354,0.9934306279977416,0.438532941347328,0.9866919288991604,0.5388615151863975
gene1,0.827120869844793,0.36311725090538094,0.18970281462145677,0.2476333122583747,0.7318793322490686,0.4507933812905993,0.4012799042819356,0.7403085608605005,0.7763368618522394,0.8947142801203966,0.07021896331128574,0.653521816835079,0.8409384248205274,0.5973837884801245,0.5092925213103645,0.41733712029397074,0.1315502462573519,0.5526402665628903,0.4899730589958622,0.4431051967482469
gene1,0.2891635353411265,0.4983864029145523,0.3763839287347438,0.5205279973520135,0.5145821127692841,0.9692179261974211,0.7293699285238298,0.48707189635633175,0.5982153945926335,0.8805446665349161,0.43447960207729197,0.6957013506903935,0.5936517296960419,0.6969833767558327,0.6865944179440693,0.8011043971846914,0.0008071572648351566,0.7244684027463898,0.48927930353621873,0.626357682742792
gene1,0.5729406675714533,0.5395699648622432,0.2738582214635865,0.33475646010943494,0.6010969064899329,0.43576990393658555,0.7303325150426625,0.7495166377507836,0.3849135977876885,0.5851102513325493,0.00208582368793786,0.006838701177318551,0.4885929101746147,0.18419321052329607,0.3085123493397699,0.2629635513098457,0.010944344071959655,0.4610874331487752,0.262424173087744,0.044428124969322025
gene1,0.48952151988051085,0.8446479731150401,0.6055306432100166,0.8876314133498286,0.189441205912263,0.6125402612565518,0.6460813457338404,0.0628182392974983,0.6416552534839003,0.06935370343429603,0.6904561415024878,0.09472194219383878,0.17051213740905202,0.7553379023826291,0.6402366912100236,0.34432375555036776,0.7660371570817481,0.6237632060415946,0.3275758704824776,0.7365002992890097
gene1,0.18320480451769994,0.5648568488376542,0.9453032801926456,0.811969207601189,0.8858287306715158,0.8496995750166355,0.5007397747224991,0.13532004066504333,0.17563405072545024,0.6727093744244614,0.7570906121197679,0.4616055874864725,0.41203555724793794,0.1416284367267936,0.5451013518309589,0.43222672398983053,0.9729451828466564,0.10552768387938727,0.11805841567138686,0.38263209218274963
gene1,0.9253903999447864,0.18933532849949197,0.37404224165583755,0.45258651948792683,0.9667403469117897,0.15535792802534576,0.7959140702323502,0.6647302641927398,0.09375953399980519,0.32918244282095177,0.40739014190180456,0.5464410295243446,0.7814094179689378,0.754508661574313,0.8106697969856383,0.25885246742096624,0.40666322020037626,0.9818910006729652,0.7198091909607764,0.6503524703578227
gene1,0.3670452885885037,0.34072912324051097,0.5024055892837836,0.8017476489649342,0.02673541705190685,0.7431313355306334,0.3773122813512302,0.6833007816066686,0.32742343038752963,0.6722969763227526,0.23509031338293818,0.2794003325166673,0.9118058413533043,0.45038922949334914,0.7459801170783923,0.19713098123018014,0.99408964854891,0.7981049821922865,0.4089356048285182,0.39026134757357167
gene1,0.848371315024159,0.9371747776507429,0.6061127291692148,0.7170112695913741,0.44076166083990564,0.9416741766819856,0.3999770469429863,0.5295591586624937,0.5652767135024982,0.4973774473421453,0.5147694966999025,0.02238637727662629,0.9481219647188895,0.0031656202670843347,0.4102821941765685,0.23468811380409793,0.6622681737193994,0.9651391940800009,0.5844403287253779,0.9375743916014874
gene1,0.14988000406879554,0.39342796565118876,0.5601547869487143,0.07470420116401955,0.5479269844983964,0.6767037475179206,0.7024641844997955,0.8871468198399304,0.1690809943275674,0.5358159698782492,0.3304710521421692,0.4488964625756161,0.28569485185888344,0.7405314046113518,0.6450943576179387,0.6791090695297337,0.177172009813508,0.7712700941048874,0.2703275300554002,0.9347991466187728
gene1,0.7996269183026887,0.7032951574910883,0.7166972361216106,0.2797456546817363,0.999957302311696,0.7056995627018191,0.7817896319359448,0.4484620722013395,0.03725146970364679,0.46469464727347154,0.8566038886162295,0.6107936845942139,0.3047184714723459,0.17202042451943234,0.8948970831491703,0.8152978736557005,0.2766020622938071,0.338322952077195,0.9207548573400304,0.39483271602360603
gene1,0.2777436947563956,0.9013373968117385,0.6270379589181162,0.5877736982356763,0.8673179946408975,0.9902647801429928,0.03610528956489578,0.02707782056900354,0.9015119457012485,0.6055911958297552,0.7622377118452045,0.762799990125117,0.559911472360402,0.9412288818703868,0.14308484398608523,0.260415633973587,0.6117949331236487,0.08060206365666822,0.1623331120016439,0.8793956325368326
gene1,0.33945041841805623,0.765348850271076,0.9715032184418962,0.5349600093916774,0.8322347743011103,0.5791730299090625,0.8926386168992572,0.9754900523811935,0.25833574091839573,0.5035645661048471,0.28934544018060027,0.8948369011636679,0.0528661300019424,0.5166524221772855,0.6617554492154325,0.21522081912269186,0.6852932713058784,0.6196020624187888,0.4730523188984105,0.1700711401470052
gene1,0.7446124055968714,0.9988706286636331,0.9484898212526673,0.4883554576225103,0.5895980466174849,0.12761404131946308,0.035594228893473745,0.8036147540794697,0.32002828912326786,0.3415667240610971,0.19101342274019517,0.914501919371882,0.030643968774154207,0.9708853214089955,0.15846710646301698,0.5086370418990205,0.7182995362859163,0.08993568690025533,0.6074952505727829,0.8978268139444296
gene1,0.44192069171631465,0.6636049742490686,0.5251027740127779,0.6869005507228143,0.6117727795881391,0.9246799858359532,0.8402888293698171,0.5271784115242474,0.48914676175397453,0.2569293413383661,0.9598542723842715,0.5900064480394385,0.8705301257722146,0.6791070624505571,0.9893278031109652,0.5868545828442845,0.31076522343640756,0.7701318114020068,0.49627941483444993,0.8874086201247953
gene1,0.8043999790629793,0.9498337129488077,0.5750562741250154,0.11715513693564983,0.08232374324928271,0.575012340244116,0.04368027737909108,0.2527913209801095,0.2651402875022649,0.6372796124196053,0.13858204997988466,0.7769962702260063,0.12333056328959002,0.34443081827592636,0.7074362019107602,0.9197928315682196,0.14577474368337895,0.8021326207117764,0.3609138948842394,0.7358515207882603
gene1,0.4801502648242407,0.29761979763356217,0.6826242026038428,0.8710539209240101,0.12444211420467433,0.444262641728021,0.4456218277811309,0.4979041428557378,0.7390955074243735,0.1422994243989354,0.5287536059416722,0.7672158725116602,0.2700495309845814,0.463328567661328,0.9763563591184691,0.11860405700972698,0.05470702741176903,0.8157445268113028,0.9296166262820433,0.5396750944860126
gene1,0.8893852802926809,0.760463047340935,0.5461417030144436,0.5360148377412551,0.6804602479982386,0.4897829254577972,0.49495642907420123,0.6099097036441857,0.8344566654548595,0.3258574310797273,0.4115588566762074,0.5720779524081578,0.9248701257252309,0.4281795804104682,0.5452415212180431,0.010927070307954145,0.5860037634589038,0.22588197640656027,0.8805837131355474,0.3059293459034139
gene2,0.6071097968796729,0.4178918692658128,0.05807790170810212,0.2747259230342537,0.3895631310765666,0.9379910701607931,0.433953042491257,0.2623205174354778,0.693819652573634,0.3756694047086637,0.781097643433351,0.6396815107606841,0.10966361820164994,0.7970109549748418,0.7672952023002276,0.9623361740800125,0.4069997715150654,0.10698124423172994,0.3418718292407814,0.22307145760253955
gene2,0.10045476793185926,0.7504937636726663,0.317960321983501,0.32986734290225084,0.7147898133843944,0.4084047157756402,0.525600348266916,0.9855491221643041,0.6654274233350123,0.45235329017419124,0.19791251063191406,0.806450114230807,0.04144739428863342,0.7501373327206471,0.030655696971519264,0.12866918824080076,0.7678440704294898,0.19018755772953755,0.3570721171338792,0.9414239291196609
gene2,0.30753539640284444,0.7840878212965771,0.4554206608156509,0.07984031439796824,0.6383543756205848,0.17170301217470652,0.826595495467849,0.5536084194215858,0.49786852691827654,0.3166126531838037,0.9931275519644288,0.9879993668945327,0.9407611725684042,0.03341357457670713,0.8963686431934783,0.9388469611667297,0.7673110929829029,0.6711574764175383,0.7934376445662975,0.241154510508505
gene2,0.19349671497657484,0.9263153900126082,0.3227378363858625,0.9332638671440628,0.07565436576675555,0.44647730645629036,0.861144104058251,0.23194752891657588,0.01848448214894982,0.3921139467922037,0.12654142019525605,0.7153975407733711,0.682121044810733,0.19578529658834198,0.5993690233975619,0.3003311088600845,0.33565876154018337,0.30607024565855323,0.5751540106244052,0.658427773776244
gene2,0.512229847750087,0.09042188825804642,0.5328540898799802,0.6051914033639918,0.5897112743010476,0.007091792801244501,0.9446053425376849,0.6448539391311738,0.6413318510759105,0.5935040287557649,0.005779137507930465,0.10835368441862192,0.8661543791353558,0.9864929949611826,0.07964519602614972,0.8117378914050523,0.6629134298902067,0.5744134217020385,0.46214106971468827,0.5403577956071622
gene2,0.6878746510341552,0.2567657546511273,0.8071148390903155,0.28172884227194184,0.8426434103349902,0.25008931321263184,0.6196672009251931,0.37671744634940973,0.44717975650062636,0.26797083129796007,0.021507068323482814,0.833443165680489,0.2549163996351572,0.43761644914418174,0.6887809325863099,0.07950496758950132,0.6196647508210079,0.4141359459913031,0.4228061053609392,0.7877614291937789
gene2,0.7529517375279828,0.17163780674863538,0.2313281702821519,0.20549732064152726,0.47241121111829654,0.3406280184147068,0.6119616813566718,0.9603174823191787,0.48772345399873174,0.1253577025703715,0.32197694063164817,0.7855134373789073,0.22751046793683605,0.9007477338384152,0.6630917360095347,0.04364881878850424,0.6268042889880496,0.08683367900617656,0.5517165183876129,0.0013375452738686455
gene2,0.6443267393599688,0.44153917391896524,0.505212430166454,0.5426928026970733,0.9587867151933709,0.6950511848149752,0.021720583065782395,0.12587951514098727,0.5638387180851985,0.6480067915702584,0.6027710100224224,0.3573399504421316,0.1479682755264523,0.07721215257865088,0.45312547708366613,0.44949161959045514,0.8014596054893112,0.6936275847428881,0.5922516030697141,0.4518500263780142
gene2,0.19600623203058865,0.41072686486557375,0.6302838858087251,0.26935048971076647,0.023777896369254092,0.49158506196907814,0.16110146365329714,0.4682798726841755,0.5808916403931986,0.5758490765206237,0.48181582496154063,0.6979778481898772,0.3748171972145876,0.10563263803749279,0.47363878783744795,0.613076625513808,0.10669782265046357,0.45256301884818506,0.5427829056973487,0.49289448876233866
gene2,0.5393877684866222,0.2497658281906583,0.5740165505801784,0.273392421714309,0.7550642128585502,0.4822603364281739,0.2972506549366287,0.9765550070668033,0.738868445230443,0.514216111624347,0.8145537475123443,0.3186509525608747,0.7777199251600483,0.2997283033739453,0.87447751043611,0.8823128987617855,0.8711907845380966,0.9752758665023469,0.09170493423291193,0.6187935772707589
gene2,0.15877804192807932,0.5223162150548223,0.41964602437101206,0.1746993599933564,0.915572618639342,0.1916833808208428,0.49506351083374167,0.10268147802227734,0.0878569025736855,0.6152672748988653,0.985504422839178,0.5604075781555045,0.7029312149311037,0.8871576174041939,0.47472552172841875,0.886528540550803,0.8616438398185284,0.5930736479644314,0.9321281300069073,0.27487354601972525
gene2,0.22065794795276417,0.7859850255614308,0.1967931473775063,0.05841722847256625,0.9631611037231821,0.6573851574810847,0.08336028750310731,0.8965760782077487,0.41968975863663993,0.3826799406142575,0.27267219718826297,0.8667176027904402,0.6479693887673211,0.9546373147141196,0.2856692222440551,0.21851350018340554,0.38856785277615535,0.37080663479622167,0.1576872579658869,0.10142573587883807
gene2,0.9815265790918314,0.5017213520878802,0.05294020431679736,0.32132367016365215,0.2650277454327,0.20314177301257463,0.8363797088987206,0.3890187584017094,0.8117628137525226,0.279044926337203,0.6148563808107685,0.6734847649886012,0.7166071888933058,0.6890341361595606,0.9123206188666525,0.4171359903432693,0.6790243637744496,0.013634140348272261,0.34315237948853117,0.7146365024724962
gene2,0.0007370114548903572,0.640195566536687,0.2729186796557501,0.9042586515556068,0.050100489522292846,0.3578295944450399,0.6214962463689042,0.1368863185080137,0.3424047121355135,0.6188921870163198,0.4088178130028356,0.03873686562446477,0.8789268511728024,0.9296600165154194,0.6953494501903711,0.5198242854956581,0.5573908757347711,0.8120433849612637,0.10844113143206824,0.6660536037122348
gene2,0.3640321042447989,0.7600786067201059,0.6737073726590254,0.5056011906148532,0.8681556633634131,0.919468338025919,0.8346961953272509,0.33792996969342926,0.4744217460732889,0.5796086797425286,0.9822491953370104,0.6223151733609761,0.7239908776808772,0.6259557765549253,0.5459979162312226,0.10137324000323167,0.6289062223682975,0.8815636935749543,0.4880430134428292,0.4065373998051143
gene2,0.760762959503486,0.7784243528080632,0.050278747156479064,0.4249274090299825,0.9876026632334025,0.7174485846798689,0.24830814755103603,0.32471121245620815,0.9171846681203446,0.9928353015283365,0.5743306130045667,0.9161712145653367,0.7292351382946034,0.3178753818971536,0.7782426728006239,0.9578822010856944,0.6246270124402018,0.28861509540048724,0.007157984481514945,0.706564444486892
gene2,0.25005389438631553,0.07458864289571787,0.19088489090634275,0.44980739090944244,0.22325017486526655,0.29913470448890456,0.7332041261850913,0.46558153371783406,0.8540573104947127,0.2478574988775949,0.8494162685251452,0.2296528302199723,0.015576301321909236,0.7412105091920466,0.4078463899253072,0.7736355996794634,0.5997488569884013,0.9850324193803547,0.5284848317240223,0.1875344152264221
gene2,0.668373043937012,0.0057442793378349455,0.5265703131879765,0.016462774794555712,0.9388335500591923,0.8284079892745132,0.8785980134599685,0.3990913752726558,0.3927449683783304,0.8650465550156795,0.766272554124118,0.10936166692926841,0.4715250040945759,0.34439057383630733,0.1269352782792037,0.07726024995857361,0.25578547152054165,0.05109469173504955,0.8322414273155788,0.7178098609706361
gene2,0.07035416815975881,0.277528536283583,0.44098449599744793,0.3297750435728699,0.9936318203809353,0.503728169096906,0.2401988670350702,0.31560374487991927,0.6486445225319212,0.11387209427424605,0.9282606992628258,0.43922857936567405,0.7999763772232599,0.012259521919319005,0.9069805652076172,0.8109901159597673,0.11232749956029286,0.0800023613446762,0.581991675659837,0.5534602469364852
gene2,0.6086802177983744,0.7395741659912239,0.7047988103446075,0.7837170447119547,0.44910359651041576,0.971643751679386,0.5272680437405926,0.41472672765626595,0.5085608767438966,0.3649474095801408,0.589162651243393,0.18586264892867987,0.47281597219016525,0.9799181618165689,0.6065874643626818,0.9516045075996044,0.39300587099699247,0.19730429520475834,0.7891060798091115,0.06301777150851318
gene2,0.8518184259807491,0.5175443806960497,0.5536058648316238,0.04888924402308792,0.8132036188740023,0.7065015331521358,0.22934704933326933,0.6945020208228696,0.6145460805762644,0.5083368199680218,0.5648203538309169,0.4785022783393842,0.1862893909918022,0.26141896561014544,0.9546477735930136,0.556725616691113,0.7617959151806445,0.8530059845802784,0.18283975993138324,0.519109951463932
gene2,0.6763174232310284,0.08130894192942406,0.17543997877972461,0.18386988498843426,0.9788009362998192,0.30985149050582594,0.8819807001796274,0.7245227343457603,0.7847131081869728,0.17314487021597846,0.05587697527963842,0.12977237347078974,0.05339158618181494,0.5091735124331367,0.677683656392784,0.20405945627830013,0.08132784979281982,0.8915078735977661,0.8208703950757047,0.45674998787285515
