Gene_Variant,Annotation1,Annotation2,Annotation3,Annotation4,Annotation5,Annotation6,Annotation7,Annotation8,Annotation9,Annotation10
gene3_variant4,0.7137068166924048,0.2557284967702258,0.45033873038410255,0.08308803644239526,0.19067656649776632,0.9079606920484224,0.2693498444627923,0.37732286918095104,0.4704195317101123,0.32191601012499604
gene3_variant5,0.6746467219478071,0.5671854124399327,0.08135853052740327,0.17848984975952908,0.5332532151125918,0.655843847194349,0.9708815735076153,0.7381498891461896,0.286330234315353,0.37286784713602905
gene3_variant6,0.3690179374380893,0.26316545616704,0.18997073080871696,0.4845023169412729,0.6818642399224304,0.5252318716578454,0.4694762967434276,0.6519280941228248,0.6641450258419391,0.4940915785874146
gene3_variant7,0.9852209866976416,0.5193969690927942,0.8280490871461442,0.17799068691223352,0.13742220146690642,0.15406211501881273,0.24016756296363373,0.8390576788801012,0.6334040054121981,0.8362833789003401
gene3_variant8,0.2981662918712814,0.4864948240381979,0.20496514761053752,0.1640610809109777,0.3379525263683826,0.03691139872921145,0.5108375258237358,0.08920023943278865,0.7767740284932232,0.7822610346238805
gene3_variant9,0.41522217427700614,0.15001006325328614,0.07107339468522733,0.6372085602159603,0.23772304207903083,0.11896929140086965,0.15048308461296855,0.7907645385496784,0.23499454384775875,0.7891828878704303
gene3_variant10,0.6801107131358288,0.9096053917323921,0.9609577409006904,0.7367199901663771,0.07174889495194892,0.782640819935506,0.1340037861518576,0.01373423439922905,0.18610831115699167,0.19415863534007316
gene3_variant11,0.691355999673185,0.33036326948763084,0.3854257166581019,0.5575117435783684,0.4134715585279375,0.2094550453749474,0.36237374867911276,0.23933659811577912,0.43807926019430254,0.21510888360016145
gene3_variant12,0.4152804182263875,0.36831546906683643,0.8872471049478904,0.649574233005224,0.574476621789793,0.5007558790278086,0.6413237234321526,0.09363569130886984,0.4002312967402648,0.007107647416712548
gene3_variant13,0.71645303713278,0.6114506065687857,0.8843810222601695,0.6017000761412169,0.2912828902559145,0.5502294553896561,0.9565657736189083,0.9697767366930167,0.5921178711570584,0.36698938362854405
gene3_variant14,0.991138255151592,0.46949163778585246,0.15341939282286254,0.9041496850627717,0.5224684705380445,0.7556897581651961,0.27563631910946684,0.7535954114023985,0.827090044619572,0.03296816416291193
gene3_variant15,0.6383233848373537,0.1652183376861993,0.7179198285605486,0.9051089688428974,0.27919778864424727,0.40889707229314476,0.28896016209102704,0.8724311670388312,0.6997968348801539,0.37837535214372153
gene3_variant16,0.83131032098742,0.3063346872907444,0.20186652453039966,0.3900705219892725,0.9987572487586467,0.14543964627759653,0.7804057299520465,0.693785432234195,0.2836499511302829,0.3959306947672031
gene3_variant17,0.9097320778244223,0.7999920145563112,0.8906199129250291,0.8577483044978385,0.3497621133298643,0.7233755456857159,0.16258168762915848,0.38467088225941914,0.8699140238693595,0.8356396469423247
gene3_variant18,0.1674090582253972,0.21850241806843484,0.8773615570787795,0.6835824054765527,0.317538256500432,0.41581517858407124,0.8236530076401944,0.2638515277977437,0.7295309371683525,0.030677357184555887
gene3_variant19,0.34234280542784945,0.009029656813728582,0.6555918033244984,0.6279085153475423,0.977631613104414,0.9286845029128679,0.2265951683824059,0.4812428894335774,0.5019235014468373,0.7421541364423885
gene3_variant20,0.9290730178074676,0.6936855220918478,0.7231524722166368,0.21186620051747285,0.9537865170316425,0.14672805515607257,0.6250253897939183,0.1885471044029433,0.5583658856586591,0.6458228132345216
gene3_variant21,0.8843759987021896,0.785274142209669,0.7860442285713608,0.7409289850948044,0.5522396799843613,0.44755376231938626,0.5035605541774387,0.5324128496469148,0.09750365866683508,0.8621353266318267
gene3_variant22,0.2448111472903518,0.6915023701607462,0.731200149224297,0.5128844937772519,0.3491107872149768,0.9222489101944097,0.2391878809641198,0.5273817831125704,0.15005054878692126,0.5218149065515806
gene3_variant23,0.3949983471569798,0.7976088933162669,0.6261273373303382,0.41972010232674584,0.7387179766281927,0.8817567704356065,0.9454505306820508,0.7950797978032188,0.6956303096747175,0.7471859113118072
gene3_variant24,0.43469266099431914,0.11364485018000958,0.9381819996586187,0.9316627010214614,0.5823602026460835,0.10502264367037051,0.28780710731083203,0.023740251813296864,0.001041187423157508,0.43505983977959983
gene3_variant25,0.8098584306434639,0.5303319789454982,0.7578089451273823,0.9732045004265096,0.8729425328032258,0.5178424760229337,0.6639370040352018,0.11286456964970437,0.8779913290188726,0.5739682365494707
gene3_variant26,0.04633876453839847,0.6811688157800132,0.3644163125457839,0.4503673048635418,0.406967953503811,0.796852060645619,0.9791250802923027,0.732860898511986,0.5124013895175664,0.0036964433796007334
gene3_variant27,0.5823396354884126,0.30462487515706005,0.013183441766087434,0.019173392870697636,0.040209022204201306,0.17345908871145688,0.01687419187355521,0.1366822195752484,0.2239044040765108,0.6382682961500115
gene3_variant28,0.08863326880817912,0.027323882456250725,0.2844903117803702,0.18063608079691418,0.9081195698407405,0.6324199185819516,0.851610157343521,0.6227867005674882,0.14147782580624113,0.39038597871836167
gene3_variant29,0.6715444787245798,0.01620561191543024,0.3523524472076238,0.772061433631665,0.88013225967089,0.2005580371081831,0.10958465154651675,0.9199891965647571,0.6100055623477036,0.04076268985747922
gene3_variant30,0.8910880498606802,0.8239028623721958,0.01128247647401004,0.5628959886646487,0.3435314750068418,0.2854121664892816,0.37457826732417265,0.035645042468955834,0.6265558401137065,0.7610617445246549
gene3_variant31,0.4209773524521546,0.8172307777047799,0.10143121174117276,0.15457143179361976,0.7470039190000799,0.04104346983244944,0.6002781720685544,0.2696547089962801,0.33326223153564827,0.05517037362936272
gene3_variant32,0.10387282619451632,0.15708639569615845,0.9283952992140158,0.5289705245584556,0.3112551450194455,0.28773146159625307,0.6159809042057116,0.6118920516095466,0.610659467304277,0.29490991534495214
gene3_variant33,0.18067230901082687,0.014633573321483295,0.8080724281312318,0.3641545421770753,0.09670511218932953,0.1027446730146333,0.2956708362724245,0.689157101951418,0.43109087604318586,0.7359207891045827
gene3_variant34,0.42324968954348285,0.3545422035271034,0.7012328205716426,0.08181251330514505,0.9958137223912564,0.06865239447247118,0.2027801829968353,0.5024928870289492,0.8366158250570369,0.6807587718905118
gene3_variant35,0.36492330346610835,0.6815620951592218,0.9119005158615832,0.7506772091252666,0.5371448787653494,0.1046205650915003,0.004911507749465582,0.7793234766439879,0.2010616346578611,0.4882509037146351
gene3_variant36,0.8369541567113323,0.46572601389370727,0.33983312096797424,0.6142625127591929,0.5303242962773225,0.12685388635084016,0.6403742884664911,0.040996837500333894,0.38736039041387604,0.9500108476055984
gene4_variant1,0.2005252618224268,0.8299394338717038,0.2569218036728178,0.5957048731316993,0.01082114431464376,0.9082398108289939,0.35352069219097637,0.5386649334189517,0.8355275773513232,0.6164132764007941
gene4_variant2,0.5347306058491349,0.27166249851525803,0.6007509592410557,0.42574772578368636,0.44475927281886973,0.28715914372901585,0.9806913770005401,0.8049539460095807,0.20451130422242592,0.5878831252014239
gene4_variant3,0.5683541444486465,0.2417733980629464,0.3387057131223896,0.7994135433424021,0.13872156197519347,0.0006615063482754424,0.6217410989680761,0.44391914649074427,0.22395718511323381,0.9432445889711556
gene4_variant4,0.5446334968358507,0.3311259732523564,0.404066046219942,0.7717561172006363,0.6188640198602121,0.668069652343292,0.44123842300032234,0.6727616563424935,0.0006564392505196137,0.5177257081503536
gene4_variant5,0.2536232731623742,0.7969001710789293,0.11569142788442233,0.2196974972908864,0.1454351293765206,0.04658009030597465,0.5118660975562854,0.2585077195629156,0.39828870197051136,0.4783832396254114
gene4_variant6,0.5652714922695451,0.7009472368247768,0.021127911969033075,0.7656810063486248,0.8264451680288137,0.9520691737753509,0.19610957245190797,0.9642930245607485,0.16714925797332714,0.9161209784428216
gene4_variant7,0.7470923275515353,0.4126197837615496,0.5049905045590687,0.5487593252291675,0.11286648975953473,0.0783861489947354,0.8798462858777993,0.43444307766461276,0.9890975778796846,0.879445562247287
gene4_variant8,0.403094246883811,0.5518092652211596,0.7969760657377774,0.5665255837906875,0.6623187609036048,0.032149554841477856,0.9385637473508678,0.6744762365073693,0.6132792739942927,0.7760048554440813
gene4_variant9,0.029348377597799513,0.6729012009238977,0.2150887428729632,0.3249298784550384,0.29590229289237757,0.8523386690179925,0.8546449259140956,0.8012470356132186,0.8044106631236654,0.1899156364088337
gene4_variant10,0.6237918165225341,0.5687858076332528,0.7774692384685303,0.7471666521698379,0.4666159259468673,0.8016209465296459,0.6574976874307344,0.38674434767774957,0.9698033692895961,0.8623368973036092
gene4_variant11,0.2697162298975735,0.8574788735329713,0.2583487226722211,0.5861187446272478,0.5456969514079824,0.043845757590276424,0.34850992642645484,0.0548004844264135,0.9743577234479073,0.3849434652987471
gene4_variant12,0.30561880677698683,0.96762776397168,0.5483924851927545,0.29396584618898514,0.32164507378249196,0.7342191979659871,0.9583675550368826,0.25922637301836393,0.45895012651348377,0.13294390583227034
gene4_variant13,0.44041448818810236,0.43391047218218215,0.8716974563616481,0.19082927101878178,0.5296317776546221,0.8732867340088231,0.054202311085145394,0.20058711112247185,0.16577355392624182,0.9495564526334037
gene4_variant14,0.4541325947309073,0.9231123789346851,0.3654674610906513,0.5248477206873315,0.16529815868393705,0.13391609857708864,0.12720532482510383,0.7217424179668674,0.3821595596380437,0.7127983485628019
gene4_variant15,0.08456213695271853,0.2362550269500573,0.8141652922067767,0.1542410332651677,0.3568685409436172,0.5255622829747325,0.3067707816242927,0.17627491809759344,0.3211575255001221,0.6177426995046668
gene4_variant16,0.5738971811773315,0.6045575546475691,0.20994975853178832,0.2109671789347054,0.7165345504436861,0.1498334965623085,0.5137603958262387,0.38793901318067725,0.7533749131115671,0.8463867788195656
gene4_variant17,0.23525000313342692,0.30595471660537,0.08379832308599888,0.3769263332484516,0.9235266875878865,0.8588206183960785,0.4702388980501466,0.6455328741548263,0.9791786134847986,0.734777923615935
gene4_variant18,0.4107630030753405,0.7661487820383646,0.5221467562836746,0.5487273551726148,0.19628405890926914,0.9716926359159975,0.4395232224245561,0.32748766577348354,0.7645716130160253,0.9968306077866289
gene4_variant19,0.06592992438563972,0.28634691863632833,0.8214240352229825,0.5571424483402815,0.5623047481069776,0.2149290452242325,0.19202885243720436,0.6695788763641988,0.3525430432579272,0.2773007954532337
gene4_variant20,0.7646642550053887,0.8077849450249927,0.5695843968139158,0.4453311544691394,0.07254149593000347,0.24246945466088665,0.08341636279250586,0.7447390349577698,0.22177615606153245,0.17629535257218576
gene4_variant21,0.3249360290819989,0.6040209023505478,0.9519506603129142,0.7431069291831873,0.9387468286105476,0.664694040614011,0.794073866545579,0.1667312987120806,0.022691465294268798,0.4994914481755198
gene4_variant22,0.7117446690656819,0.5477741349479699,0.16711683601664917,0.22562060398582096,0.91166285032231,0.788691049000845,0.8795498206984995,0.6642879848909382,0.7766545276202358,0.9164439539861812
gene4_variant23,0.7482676557449267,0.4816423465234203,0.7935410956645944,0.9907382730944971,0.3810437847986199,0.058761194083653656,0.304415921636889,0.7131780277024524,0.29711637772766675,0.5210544846858771
gene4_variant24,0.1351992257222684,0.7370073039691453,0.011732424879510428,0.5689139688326733,0.4363308233685623,0.6669513629172894,0.5305591612986028,0.3362783417496622,0.5946525695867686,0.43167114678139873
gene4_variant25,0.8873698589044073,0.4213872457291944,0.5560304769273547,0.05569315646501327,0.036707825021031204,0.3061442210681714,0.4304683283422832,0.8295129052379928,0.6698923602042097,0.7043132851406623
gene4_variant26,0.6280769478904651,0.1368666904666801,0.9828263336199992,0.48456954826421783,0.5675134598542108,0.8233664989888138,0.5635321854778215,0.9075465614724051,0.937787682762753,0.6742173759345585
gene4_variant27,0.791532119096793,0.36282166032043917,0.6511464562164926,0.25124666568567255,0.28308738348083484,0.537694684617726,0.6003811181503834,0.8798555711513009,0.023563046164024937,0.8084203193635173
gene4_variant28,0.37766911325859853,0.18663909659400257,0.7976761841506408,0.799747028843063,0.08455834550102015,0.02955385035610658,0.7298701594027118,0.37002753573286906,0.8997211611031074,0.06945532719667846
gene4_variant29,0.7373969645608821,0.6832373472442048,0.06035631491180116,0.43459502695663976,0.9117083261364562,0.10362742984583473,0.5424196000794679,0.6546649484070433,0.3517852718986102,0.3287387131310884
gene4_variant30,0.04278754854070865,0.4475374061007651,0.7668245751890981,0.8728885562818607,0.5236121795736353,0.3314187863524848,0.5310018847116811,0.5664573356421115,0.3094560508793771,0.8572246077979642
gene4_variant31,0.8872549994906453,0.4860450455050096,0.6273690000020359,0.9907645700723368,0.7743912563637296,0.022151960165838203,0.24440227662842473,0.9078592407656195,0.5066812183639043,0.030538302922889393
gene4_variant32,0.15642319664208892,0.1947044961655059,0.5237289591585851,0.8218565288142404,0.49222397287584696,0.06175460340699046,0.23144772492946264,0.4480265321151262,0.10016901523534893,0.5451818105372499
gene4_variant33,0.5010078022872783,0.43796689229497177,0.1510997559207926,0.15963293548221758,0.013592560383115737,0.9656636493997239,0.9813811264974535,0.3228668709545425,0.19619267396975815,0.5551111058203879
gene4_variant34,0.8808712851287573,0.4298980509640721,0.25769018053348614,0.7265835432794486,0.1939147231383651,0.5040927128189574,0.6138652755382079,0.983962699139807,0.6997324237000715,0.5652469295842264
gene4_variant35,0.3852513225829285,0.7337149955264084,0.9113442195094204,0.323313152204718,0.16273873831388663,0.732541551104399,0.20131297816328897,0.7235709710966894,0.1201071934637753,0.08201028508555708
gene4_variant36,0.5932276903379472,0.16725636443215397,0.46172570910524224,0.9852240727505054,0.14910296162976866,0.7814405423165319,0.5095722137990178,0.9969849991085424,0.031258728397801194,0.9411121449947831
gene4_variant37,0.5638083137080525,0.7976915082157798,0.909318151666775,0.8198132319708931,0.5341692355315949,0.7119990793238357,0.7423759680315211,0.258757779188303,0.8693046525772193,0.8527583110632346
gene4_variant38,0.1628991992244968,0.7405895946151911,0.09704194842989577,0.8823850137314704,0.00393742175758538,0.5171788844868642,0.4085383526264579,0.652170154440695,0.2567941127559521,0.7875208153230737
gene4_variant39,0.6215846334307242,0.07372856038949682,0.5868060555602688,0.7688601679683764,0.3305711004207419,0.5218168680500612,0.9569433467510468,0.3704041007229726,0.9566157671053788,0.18060961356178729
gene4_variant40,0.690703108611388,0.918083260021931,0.1863517534247926,0.9961413455799398,0.18633281046811878,0.10570329150728985,0.013521336286484886,0.7768133274316215,0.5378816150332908,0.05411716064090999
gene4_variant41,0.8948569845573809,0.39750795393941807,0.1368586350101607,0.5631086400100968,0.0849918978714499,0.15017409547330374,0.7923069624893253,0.13454266602620868,0.6620680363651531,0.06137479496089249
gene4_variant42,0.7639152125669593,0.46696000608600274,0.028794347400089126,0.9938450336940701,0.19922293682226266,0.8222278593220387,0.7234306972660974,0.4860177136091175,0.5838341850744946,0.02563484068858779
gene4_variant43,0.7800629347140333,0.31647886700329353,0.8923807454742684,0.9105643542479914,0.8888926766100468,0.5323213925365041,0.5468451168362886,0.6171569757879781,0.5952273382430738,0.09428770642285889
gene4_variant44,0.5233692274876335,0.6219472942110332,0.6181387130114134,0.11548569017695465,0.6869626998318196,0.06339465921555587,0.16790598459224193,0.8074158165095597,0.8306885731875553,0.5554298383436638
gene4_variant45,0.9564934724831882,0.4312308959022396,0.408081017510037,0.5774490598770168,0.05793706823827127,0.15449018160010353,0.7787429845883724,0.26623826465544254,0.1250603201473509,0.3876606493362931
gene4_variant46,0.261337835906138,0.23802489524285486,0.10561770371364887,0.9346609932867628,0.9689019848250762,0.6812199358909246,0.5797715380416743,0.46281793673718985,0.022916992297867922,0.9031705486392199
gene4_variant47,0.2490103116275162,0.5971560393655995,0.5644080240832964,0.05371180719624191,0.5649862952044079,0.46283681517224684,0.22732831503726392,0.2629020194341122,0.45650277868131883,0.5925835258596336
gene4_variant48,0.34236184276033943,0.5538554388117889,0.9959026146868528,0.23379660108844236,0.7068779913155079,0.4938249234698605,0.7563028266869058,0.3651833640764275,0.5470985576987316,0.3491958872892189
gene4_variant49,0.30447974113030707,0.19428827821992078,0.4663542504684294,0.3438814341352818,0.006338119060589564,0.9997969185362041,0.5736540913676516,0.3552455286376721,0.02813075286797384,0.26983362320903814
gene4_variant50,0.7294906158021164,0.6439782165937507,0.5457148436312029,0.37098378032869495,0.8973701509780244,0.37930283312711954,0.6248704156462437,0.33894750205732405,0.8840218093802951,0.4184417973396032
gene4_variant51,0.04701455319599834,0.5930380356046416,0.6286573135340271,0.8507826984169015,0.9056416345705505,0.9894292464407206,0.5936162917120705,0.07721269679135656,0.4263017474164861,0.38502482193259513
gene4_variant52,0.012211322193382945,0.7472929601109863,0.7350028696743516,0.4003967887709131,0.48124011799403477,0.7794194518578752,0.536197776610151,0.8679060430504412,0.2657098368478037,0.5398917533197972
gene4_variant53,0.1949014683895035,0.9680437272162115,0.6844538366320435,0.13270702374889598,0.563200831902672,0.13710524864238216,0.6314332282196752,0.40635522727323936,0.1172469010618391,0.3850526773740295
gene4_variant54,0.25200678727110537,0.08794732854024401,0.7305266791402121,0.35461215113592026,0.24406822621711155,0.4420874722788679,0.860066692106799,0.8147839698662691,0.849469793731662,0.9787716206749103
gene4_variant55,0.33718004304046834,0.3665601884405383,0.834145331897722,0.8892715772435279,0.7678102081122281,0.24557776012951282,0.31605954580727935,0.5372974168964705,0.2080697366779759,0.18156899728655385
gene4_variant56,0.7280705212836439,0.14754861036137434,0.8119529976715331,0.8737273306338538,0.39659076245408853,0.24148372665929474,0.1923946475494719,0.44285342091278757,0.31549186475660806,0.6192596223671369
gene4_variant57,0.14857562254401435,0.8055748775641334,0.844342677967173,0.23224012851595344,0.1590053788216531,0.1902319864649572,0.7817822708804726,0.21137772706702496,0.059034388899611434,0.7837907162028952
gene4_variant58,0.8636277866064076,0.755899105388754,0.47972386285767865,0.9017306229875797,0.9135689182630269,0.5234652144083449,0.44165661473246787,0.11833430965485092,0.8003682451839754,0.10432329055189626
