Gene_Variant,Annotation1,Annotation2,Annotation3,Annotation4,Annotation5,Annotation6,Annotation7,Annotation8,Annotation9,Annotation10
gene11_variant12,0.09893163504298119,0.7462637886341029,0.26887432364681985,0.029972748909616653,0.8333585820071019,0.5741365845624077,0.9165374123754213,0.22081993806523426,0.8073814903675101,0.38914888107892087
gene11_variant13,0.49753742576492177,0.4762654844059333,0.15926931259955124,0.22379443064808646,0.13527376477463404,0.2827960328637531,0.857090475886365,0.09834868360564764,0.3885103708010206,0.645093431847736
gene11_variant14,0.2876864993671756,0.13137493524113664,0.506062936569985,0.6318869255722976,0.43915345069780043,0.09459076056616156,0.47992614752384555,0.2547631691494746,0.2811250986941718,0.3064756554135222
gene11_variant15,0.3303049757756026,0.05693105927926023,0.4163486917693382,0.7453094280653854,0.5428950125077208,0.19402417736115896,0.25083093815796764,0.9353979010029213,0.6893503415134388,0.8660134728166192
gene11_variant16,0.6691168329632066,0.17920012136904284,0.06547162820820351,0.9203764112953376,0.7471650991197728,0.9910282519276062,0.8511970511531466,0.658386604168875,0.47790739192914367,0.9408464711522481
gene11_variant17,0.23744596472555823,0.309552159520903,0.32334212189981026,0.6905891791117184,0.7994464540402363,0.20971887359192354,0.27748801573347304,0.5436278878348767,0.09860943424262358,0.29419466997370614
gene11_variant18,0.367199384529599,0.4462772343476832,0.6514833252543092,0.6131426539093292,0.2459190973792249,0.7685764801991133,0.27028368691046456,0.36697347913834766,0.6227599269763034,0.8908570106543402
gene11_variant19,0.8521705404113621,0.5861271239117132,0.3373983281097266,0.03174742833779998,0.3545142847150543,0.697368880991998,0.6892709393759757,0.7981849390102671,0.18630305956666837,0.5969855737483682
gene11_variant20,0.5640898673593596,0.12666319709766793,0.42542797162539736,0.5063779477812438,0.8362468750340032,0.9286614887090683,0.013807131390352612,0.5729391041563683,0.7122543398125837,0.3014732083464323
gene11_variant21,0.3455247197651159,0.19728472122170027,0.6270625198528434,0.939361154784285,0.638716005979809,0.5324679497018573,0.6185317315668197,0.04538440569027469,0.5526061941609078,0.22857961409116223
gene11_variant22,0.1404548278537221,0.2370678714598874,0.8516146611164617,0.8875372960269656,0.4828465090722184,0.5345863021326391,0.8991978789935788,0.6719984960863467,0.9302131709431146,0.38521630710661503
gene11_variant23,0.5833668987180876,0.34333187473786864,0.12026843426943934,0.06012622241395338,0.8985427547937709,0.8820742354124173,0.33856302908980385,0.2746977244903005,0.7658044921586842,0.6857540847829685
gene11_variant24,0.6250394334986158,0.5472600648724149,0.987589969084988,0.4011690923566794,0.41718566696827053,0.3003808641646796,0.8361497355601119,0.9800880802710686,0.6827666265344168,0.14820552721398816
gene11_variant25,0.45403012816404054,0.8478668981599404,0.0862501941217283,0.39508047715169325,0.7020066728077995,0.5807390413899643,0.5791588815179458,0.7645851160391108,0.37134114155553033,0.0822354792180322
gene11_variant26,0.8823035955974711,0.23809941653832012,0.3851283277285068,0.9276199954592231,0.7582887577287406,0.6428410429538632,0.07860872315465672,0.11101992207483735,0.47450467276232733,0.34271450486934074
gene11_variant27,0.4622132924221216,0.4112787429918885,0.7519506653298078,0.8855443706936169,0.7978343849616633,0.255887696016572,0.8918876144343298,0.5616848951038658,0.31344871741347924,0.2725050325407301
gene11_variant28,0.12651197489605248,0.5427071809532558,0.5780678207381986,0.977203416797811,0.8052485586117859,0.8401177221803797,0.9322949271265534,0.5837153436258062,0.0019442780413450045,0.2762973430874833
gene11_variant29,0.9868625609473991,0.20342491667678664,0.2596793371885967,0.6193851975545267,0.911796441573228,0.24060504382691528,0.6688542361238156,0.7943633325962469,0.5623689132299782,0.7165718022999541
gene11_variant30,0.25283874759251546,0.9046891070781411,0.24470884295906614,0.452560491792374,0.4314690029273808,0.7590207623265015,0.8334032656184751,0.23981141944346263,0.912375410190454,0.37067992415138984
gene11_variant31,0.13100069337739395,0.29755742994656387,0.08626425683073324,0.7979529137349325,0.17340103668512385,0.9771290292029144,0.60145933610446,0.20676851435393806,0.46033107682084295,0.836809126201521
gene11_variant32,0.20676903018113857,0.22270922569935603,0.3237343069032169,0.6593203062911693,0.047968574421670906,0.20010715670671664,0.03028051436941792,0.3087073892412008,0.5447192162018059,0.5066562092962075
gene11_variant33,0.23242481336461718,0.3568739557839168,0.9703200131984037,0.10117791269450804,0.5674824009504388,0.43674695612095793,0.2967511905981396,0.4388254568568468,0.16977036645920096,0.955338176042781
gene11_variant34,0.3185668545355268,0.9876374667734168,0.5927816350540239,0.3446227193481466,0.342084624227871,0.6392746285366858,0.9491827226206513,0.4344475177725369,0.3411909830192045,0.3744718500554962
gene11_variant35,0.298856186449704,0.050720094745243194,0.3968708390069813,0.32173187200895736,0.36010503004651906,0.10401513149234543,0.861713010488866,0.9572159178087838,0.6771554796942146,0.2517180304269857
gene11_variant36,0.4269218784400739,0.6541720185529765,0.6787881668183406,0.5172558413103252,0.6709008956415713,0.013745160424699532,0.9292359843155124,0.575418367143202,0.5784446408561539,0.15961301888432655
gene11_variant37,0.8266021042604386,0.42617314212642254,0.7225037339896359,0.7350926433255202,0.9776758314758278,0.18132115816589278,0.7843065866437199,0.21233661315705,0.8938697674760825,0.6888792571757811
gene11_variant38,0.1611284831533767,0.40298404125404685,0.17019261900087157,0.8580560546136528,0.13602517886210952,0.9143694183307528,0.45163546671965704,0.07790516337953801,0.9374844200385516,0.3405385530964983
gene11_variant39,0.3038232318410695,0.4106006751282172,0.3142247379425791,0.7632912035037236,0.21031501595338353,0.3443557478079675,0.6436224950933084,0.22320644202637518,0.9333388891388043,0.01437409314296867
gene11_variant40,0.2510346460579307,0.9826417160789082,0.6733504565300389,0.4102799837387813,0.7217104252668284,0.24646111892343237,0.6077281397239848,0.6513339016668054,0.1917311485437163,0.1674586700262054
gene11_variant41,0.19534396607502436,0.23806316464392907,0.9989353490345401,0.9403422038523177,0.665334625281105,0.6176936400613158,0.9473454030161038,0.14648696666471428,0.6091869915585834,0.431444141339438
gene11_variant42,0.5034031344563754,0.5357648308203282,0.47027022490623716,0.8099006212889954,0.8949319578724119,0.34217185325267074,0.5443860118116023,0.28472959062645586,0.2837518967170747,0.2173286720412988
gene11_variant43,0.5188416345811552,0.8998749288732671,0.2649087471490664,0.7620493874870666,0.2745943235270758,0.07099966543561409,0.15846363083962745,0.9440935892397815,0.41923991870594846,0.2906180551841514
gene11_variant44,0.4543374993458964,0.5719265548738715,0.9836929569245676,0.1982066454475474,0.3252073987162124,0.1367803927944492,0.6301525978144007,0.24132799302705255,0.02893805556293183,0.3694116649251683
gene11_variant45,0.25424796097771496,0.6328544167771706,0.8991138112209333,0.5152396493318271,0.011404073030715778,0.14472414847019088,0.710230126157733,0.4257929836786879,0.5474651357671207,0.2723675722347907
gene12_variant1,0.2963318812846931,0.8961653279246833,0.09268739652841729,0.6925361181976604,0.12034751863159876,0.13702953042284716,0.6705755960577532,0.5955579258724815,0.9820035214096074,0.5338393681355997
gene12_variant2,0.817763888769218,0.25096698298717335,0.3912033582777621,0.557456417335965,0.594266736828281,0.9094349373420133,0.5597415276810451,0.5668889349310529,0.11730816918115694,0.7778549691799673
gene12_variant3,0.8615543718509968,0.5225684259914395,0.599369291716895,0.8957207222997325,0.47132473622338056,0.06716266998066212,0.4669059725292729,0.7776533068002429,0.20621837010799116,0.052828156809229365
gene12_variant4,0.03219529187561243,0.23554122203424532,0.808139745299122,0.41745706229305046,0.968760042041887,0.461008216504845,0.247132156413425,0.7819295688478736,0.885282318358859,0.5719167402306599
gene12_variant5,0.42947635469352463,0.9464946662635916,0.3855593859168839,0.28419419049347405,0.9362976520929557,0.4271198349043209,0.01610330477922739,0.4449500177073594,0.475013348767113,0.9743733371147003
gene12_variant6,0.5982352324388162,0.1802773124871877,0.026058231223501482,0.31444082706024756,0.9102268616512387,0.8349645287965947,0.0544972538145192,0.5398598006534514,0.5452787499731757,0.9782989036967944
gene12_variant7,0.13130392989198159,0.6892533709877877,0.978461019208215,0.6618249896641436,0.45215230923453553,0.8701017735790318,0.7057687151417664,0.5247802722365622,0.2002049085162273,0.5997055714896792
gene12_variant8,0.02829530891051013,0.8367088530116003,0.3171400904011914,0.3159209703912733,0.05107351178768427,0.8671223933412557,0.7238069665476976,0.6946369962619791,0.3764808958956124,0.21071251240778732
gene12_variant9,0.5250602359680111,0.9968090655309852,0.8360077012812488,0.3263123224437672,0.1032099517242554,0.6659651434499534,0.7781595302790871,0.26914944952997977,0.1196005756741586,0.3760888829621861
gene12_variant10,0.14533813855646183,0.689047379102796,0.4958689119325822,0.6097635647873713,0.9380070654672326,0.9141826879009236,0.5932045025721646,0.38885773635993504,0.055071050835968194,0.37611869703375034
gene12_variant11,0.436198417890144,0.9802119137356545,0.7172945034899517,0.5231125976060671,0.05523482229582499,0.5433561527668117,0.8403442540946849,0.6570252545983178,0.04121209348767285,0.7890068235260169
gene12_variant12,0.6775717691668256,0.09082023661008232,0.8887317880382288,0.7831750117523345,0.7973405472887808,0.6455140827661766,0.9289437296221238,0.6862634983421044,0.05595392974113356,0.6413529564331446
gene12_variant13,0.0848745199494334,0.8501765331511179,0.8257127083505732,0.08576725786930317,0.7238836904333104,0.7861850070844483,0.828875309123063,0.6979646311662023,0.8256360417843693,0.021947289171115658
gene12_variant14,0.12081949418046523,0.36171605213383784,0.7465185611231154,0.5499778738270347,0.6983102916631311,0.6787548137395297,0.3276930862706522,0.5935877159619874,0.9449539340490375,0.11927873517800214
gene12_variant15,0.03350129842024441,0.358678205121003,0.7980290076588051,0.8885377954028973,0.25890645201048146,0.23970245828479753,0.012496217470231663,0.5401567344385277,0.21485868936699748,0.5818006008504706
gene12_variant16,0.5633154400262658,0.920710757025985,0.32000358111236715,0.12693100510320088,0.6478839525692724,0.11197285898588927,0.28727233636967053,0.80436548964834,0.24028390442347913,0.4237565579330863
gene12_variant17,0.23045871856946587,0.7356313789919312,0.7050661762722106,0.7993794393316415,0.7360000615916453,0.1390217815119722,0.40520748683753904,0.5059490509998925,0.954241704769067,0.5911992015966256
gene12_variant18,0.7222164677323922,0.15516421449570172,0.41586729374463693,0.28936546359508486,0.6762394612730779,0.5997280363646126,0.45457473466571163,0.8681448720041488,0.37838549397267074,0.37964872890230017
gene12_variant19,0.1513213914541327,0.507622605122524,0.579811138448787,0.5982669988777307,0.44751584144260703,0.8428729890483407,0.4402458771700015,0.20066770507854592,0.7995023610377404,0.16686388452499457
gene12_variant20,0.7080241886609768,0.5803032133246585,0.7905375262843238,0.34691620346930585,0.8117530244516421,0.8278407179494613,0.19623440897729694,0.801850038259098,0.996477455503476,0.7764578967304342
gene12_variant21,0.5165908818382938,0.022840834754130013,0.09366490612293155,0.8246579287939668,0.3813316704572961,0.023068779460853728,0.0241820936949817,0.3308702239184659,0.9092306149816279,0.07951955262947297
gene12_variant22,0.43071366148156065,0.29983468804820357,0.3884919209864939,0.3795669800938092,0.026503239094035846,0.626055123496692,0.1896302559111075,0.8939442226863704,0.9018435025759839,0.5198799351677661
gene12_variant23,0.6040784319375696,0.43306994729858594,0.3991436288328327,0.36014453036855554,0.4187148929565362,0.37805098358208133,0.7433578105946926,0.5136588407759679,0.6182482067971115,0.3625582362515397
gene12_variant24,0.14946720954281434,0.7235543748161287,0.16286797729278202,0.5112834487547859,0.21110438909170925,0.15544192193711426,0.30628626715949336,0.2995081572552627,0.3790050067784807,0.346609321072632
gene12_variant25,0.2565460115188293,0.1968032503313768,0.8284183037355886,0.8627028961589462,0.8632737824998601,0.01957186939356581,0.45379468031223336,0.4438431627690669,0.9480996467369818,0.3898493675588134
gene12_variant26,0.3750926307295933,0.9952652018066386,0.3988701938202671,0.15598870805015952,0.30788984803177477,0.9159884082747758,0.3708252817758688,0.309086438427399,0.781408733366297,0.573443852637636
gene12_variant27,0.18146863183650153,0.09830386237876676,0.4110488749911655,0.1303684184150894,0.11855520634582384,0.2933140539160787,0.061041169297398556,0.9059038170974474,0.10441910630548867,0.1892784708775166
gene12_variant28,0.42068358900365677,0.5301949740953135,0.8823797311899745,0.7378530912057522,0.7586526238669045,0.9120010460088875,0.14198148141014366,0.2899023379068216,0.23491175774463524,0.35895122764111553
gene12_variant29,0.7264846879590752,0.6587845522997487,0.16026609863076835,0.9350750427473519,0.681964834020193,0.6955279417540905,0.6111700783574375,0.49465107147923904,0.3470241525056341,0.9461108969610369
gene12_variant30,0.1721316902713178,0.9808757997347358,0.2082345990624549,0.8704758571638584,0.5173830152666867,0.06906519501962594,0.6714234906411947,0.3218373729499566,0.1612048847050357,0.787318259383329
gene12_variant31,0.5809520041511155,0.2534449272531528,0.9238690197827519,0.43052498949292783,0.6807535837427496,0.6071886019048335,0.568850396457896,0.11935894593045182,0.7411491406524449,0.6829992750353294
gene12_variant32,0.019930553232150205,0.09398345619268567,0.9132642080437166,0.5694697585728571,0.741292297473482,0.17503226591228427,0.18792304165027718,0.39523478763818365,0.8711644295366032,0.6142472356813383
gene12_variant33,0.1556273464450546,0.769103730908185,0.794787790962753,0.2132169453235816,0.5252437444303247,0.9680779900607771,0.3831415991572733,0.726089777212021,0.4314054537649238,0.3557432543387974
gene12_variant34,0.7778155313609704,0.29449240517809294,0.5816446348018798,0.946466067131408,0.2599559802268855,0.7899615649072261,0.021075293790959515,0.6082770873326961,0.7315272049390881,0.48005224090873433
gene12_variant35,0.7253552565957992,0.440304237691416,0.5620067907611487,0.16756218312597726,0.4183258542887758,0.22408510477762522,0.5753980274741596,0.924135340711255,0.7484742373759415,0.25134671208900916
gene12_variant36,0.15634939196830178,0.18087673994276154,0.6001879770249672,0.5896482913830459,0.3140305061732822,0.23126438730429488,0.486272791986623,0.5749774948222413,0.2822897883389095,0.3578896610232072
gene12_variant37,0.9534192412149454,0.820342859731805,0.3317585391787058,0.8766773608784335,0.5895689317704454,0.8484575559276495,0.10036305885314045,0.9012420871092379,0.888759937744901,0.4359529038519525
gene12_variant38,0.9977678241882149,0.3210280494337263,0.19639516545414193,0.5685439408625947,0.6714477998451769,0.2340166555888451,0.15340136196830456,0.5275745968103078,0.831244539631302,0.4501573447603553
gene12_variant39,0.3900374378431348,0.3632497517139154,0.43480256397014017,0.20624429216096885,0.5324940550448068,0.14626769290533426,0.17674613666517314,0.3977546407395438,0.5257446446713748,0.2913010405817251
gene12_variant40,0.8257892267085396,0.5895319440033138,0.5512502814888849,0.4239498332623559,0.2181731639657587,0.7762535815075657,0.12196131499831697,0.915114874393569,0.16582118193877504,0.147071560720061
gene12_variant41,0.5792078822784373,0.10795395132741237,0.14917189275470122,0.25360149405497523,0.22478290165620873,0.7360475559942403,0.7645139480040859,0.47670434800824457,0.253993004190018,0.9718423184860125
gene12_variant42,0.23426219110793467,0.9729905348735988,0.9857328000079306,0.18567183169323132,0.34026985522013764,0.976822177959544,0.48409489109757275,0.9220652227476952,0.569540810013425,0.27238372043785597
gene12_variant43,0.8883241636651689,0.9267092499278075,0.029244662704441926,0.36498176960019013,0.801119572314358,0.2491438721204493,0.019677741784654645,0.029268675552672763,0.6071866401383645,0.8447698050778143
gene12_variant44,0.9514821131469895,0.39698977719817974,0.8009770221537517,0.4851988862996153,0.18953770292429672,0.10451185156939591,0.5485038528721162,0.661478856229159,0.23871697717112195,0.7340664812931897
gene12_variant45,0.0288671568334532,0.8123654619224494,0.6600323411641776,0.9947658582417449,0.4524900062165613,0.9780557868029475,0.7377132936551762,0.7187926592317911,0.4291842328450123,0.6406359626774352
gene12_variant46,0.9230902456851747,0.5450243254776626,0.47586856030201874,0.696607031172917,0.04112966247504102,0.9602623342475543,0.2834367023425278,0.11594563804673863,0.8880119120055563,0.8017019908785862
gene12_variant47,0.5046696825892233,0.16820017823162414,0.8238274962376195,0.9146628666154386,0.4607991870998064,0.958658574663904,0.33157535041020625,0.15694281788082143,0.9332058131261323,0.4576488855122156
gene12_variant48,0.30574246992184295,0.15685622169677915,0.4775761032805208,0.066409210354334,0.34458097721529213,0.3097063249728933,0.8272068536742524,0.3505804568576437,0.5428366425520007,0.8248506172101318
gene12_variant49,0.7911500395124191,0.4009291538095707,0.9420343590798231,0.22516534066163407,0.09562628032379605,0.3727048912318136,0.3770112382657037,0.11393698149631049,0.6450057785957172,0.5078832361555439
gene12_variant50,0.02493529679071471,0.2633827619175648,0.29615523566890123,0.8997100481419109,0.26070978678206347,0.44057345113893465,0.7333996483426518,0.08821872873210901,0.9829545373667292,0.19494140080789668
gene12_variant51,0.21837546149931153,0.35793455692591436,0.49411589438121195,0.15526941163962948,0.5529483756754957,0.98431712546767,0.21803098543530797,0.2178179045727533,0.5919828416471474,0.821568878925234
gene13_variant1,0.1830190264640411,0.058541192532616915,0.3388274966891007,0.8336591790194745,0.20757785756650637,0.8378467161665278,0.07309692672597723,0.9963007241779777,0.4843144757460236,0.4700159720522219
gene13_variant2,0.020860738716381055,0.7898355729698059,0.5208649729143034,0.8523060343331338,0.3665853775535546,0.6274858409861321,0.0811022287440919,0.49196606867029535,0.9531621248640062,0.9157098166708313
gene13_variant3,0.69164515266275,0.2379347854171583,0.4290897150465589,0.4362677049366681,0.49242492672287885,0.6332444215286842,0.5565221792428718,0.24110658889965664,0.3892713925603727,0.21663415263950236
gene13_variant4,0.9031625807838849,0.4191618473715153,0.4800699108919042,0.5691379418498401,0.3820955931807605,0.622209720953681,0.22833487196833502,0.7850419221636096,0.5256525865547187,0.7556529232214729
gene13_variant5,0.739689008176487,0.7408951911840828,0.5775625155128947,0.9512933681060453,0.7981277821450781,0.5994792448475642,0.15784016878911755,0.436468632289182,0.04736513826816935,0.2628087922377079
gene13_variant6,0.8908106391439836,0.054016979608509375,0.7072144834505525,0.8320308461652978,0.9993853291763131,0.9829498353234816,0.8738738271226448,0.13376687655715513,0.2889354794959842,0.719787325720437
gene13_variant7,0.29554521651689236,0.9797124778719618,0.8497433106403188,0.5488479241596422,0.033635825829191335,0.24775886201877861,0.5382421960489715,0.5286881477170441,0.6530754298730204,0.12001445538552624
gene13_variant8,0.6679337630290231,0.21130539634018985,0.876266291643553,0.8010316640307384,0.8591411409154842,0.036278074330272636,0.5042206335626561,0.508051028805031,0.7936079306020813,0.00182819579973581
gene13_variant9,0.9344491004376495,0.12935832070426245,0.25334276293983116,0.43390212715051013,0.5344334655375121,0.8337630778448905,0.31267910073992855,0.7186377282597205,0.6898448733072152,0.14844788395605057
gene13_variant10,0.28628662177632336,0.9563426732997636,0.7157326821485035,0.1433789795131557,0.7221809767093179,0.9814879919341163,0.706486320121748,0.10996949535383815,0.5217209492455388,0.687750838528573
gene13_variant11,0.2941787865954987,0.910778289575465,0.297874801849237,0.6230514228066388,0.030216044086339933,0.9599226152835847,0.49152347810200014,0.023370418690652373,0.09005781655456135,0.653953239604576
gene13_variant12,0.5622547799849708,0.19721155423507897,0.2845712266272168,0.32986518051554525,0.430872284342366,0.8680493511738286,0.9458188889952573,0.5096926827782747,0.006669298786430966,0.46020079281588866
gene13_variant13,0.7082066737396652,0.47574645466644383,0.8059448173478272,0.5515760352776709,0.8270157440447692,0.48551386426402277,0.49029166108139044,0.7893305411247303,0.47979005043711176,0.7365127749893934
gene13_variant14,0.2895939575968176,0.9192876350635252,0.4736111595084618,0.9901468376137545,0.34233698638435983,0.8564958103229832,0.65937171827437,0.7158570272793006,0.8519850960570365,0.6543767457266139
gene13_variant15,0.7173682539818617,0.3627902989840377,0.7290828786392498,0.41618613006008254,0.8303587581151008,0.04100695502848406,0.7412635799740256,0.9835720895418039,0.7356581928905596,0.24188239073274553
gene13_variant16,0.25134649992348934,0.7369951060332418,0.6092691963720026,0.8686683947177245,0.9549041891812842,0.6228364362617854,0.061944774890645204,0.6373506560504268,0.23714595491151425,0.8933047154132655
gene13_variant17,0.18331163437935316,0.34957835007254856,0.5674602361021066,0.26233650663087593,0.6976364897153694,0.8705743500408192,0.7573611756633266,0.5775529487404083,0.10215897173911281,0.06805444626046886
gene13_variant18,0.4363491485725648,0.5410805122055075,0.5127927386073273,0.13734530252635802,0.1540812819301527,0.9233849408946224,0.8801043039175636,0.6776410681084101,0.9051406290623977,0.5733145201745049
gene13_variant19,0.6702812283594259,0.37803895079928007,0.8878240851494917,0.3956628084382835,0.5631185799546293,0.8659883883423245,0.42652563300831625,0.42271518841321454,0.9526068060510662,0.9847318331043072
gene13_variant20,0.09842159606222034,0.4222765973276219,0.6729965642801261,0.5369284806547715,0.7843242940807471,0.9734481150513498,0.5535700495436527,0.9735853135344945,0.03867180322538277,0.6535286702606073
gene13_variant21,0.7062451132194664,0.9766412681989407,0.7857008746297443,0.9317284377012327,0.16043727851277634,0.6211816487828232,0.4574057976473037,0.7628242861134846,0.2578464288122361,0.25299623347659295
gene13_variant22,0.7991814816534275,0.5377432688918364,0.44224195613921136,0.7416746740285796,0.4143429648654263,0.9734487956688936,0.5947999485570687,0.9865962990799975,0.21691959069061928,0.987989893279583
gene13_variant23,0.8981255462072799,0.9350333139000842,0.9609663321382518,0.6418000703743038,0.8420190071158227,0.692596611021961,0.8093888906667034,0.7495295078436097,0.22545082274228767,0.5218620352084399
gene13_variant24,0.8815264073341027,0.018113327686114622,0.93222753727727,0.07574288505429427,0.5441161701164104,0.5895258772565279,0.8860461028048326,0.8179118844475123,0.7595981129286652,0.5385589695690649
gene13_variant25,0.3465029350085318,0.2105987644724423,0.46140215213918256,0.29420830860556346,0.37112981080869456,0.6602826579520404,0.07804062310301985,0.6002077066648484,0.32594899449683556,0.9867679036485454
gene13_variant26,0.32631954475248626,0.20564923800167212,0.219258976269052,0.9550351771214883,0.7772875969079422,0.967776845005382,0.40307368322719495,0.016637696719836725,0.049613671254818636,0.0035723259084297077
gene13_variant27,0.06110100726057954,0.7826040057506423,0.7335658564586042,0.7537735505566673,0.24638988588961597,0.44123236323499815,0.28211596121395033,0.2279536523366824,0.6563483406248722,0.2593785158338183
gene13_variant28,0.558247106265038,0.4784823907185738,0.6606166152304115,0.9482479173227283,0.9461684720963085,0.1680954106893061,0.793848455110487,0.994807499230823,0.6435074830056605,0.19902491532832833
gene13_variant29,0.36822148331555327,0.5101192828089676,0.5286702197095428,0.45998228803134156,0.010900257480120912,0.8637028033571895,0.03593629011823163,0.5250323513001266,0.3210752037478263,0.5942400701427096
gene13_variant30,0.0694080809732277,0.8544674946803044,0.9439345291272004,0.9062725935236267,0.5312120145925779,0.2981295698734331,0.11793906759284711,0.06859940468860948,0.9562785944516677,0.5475336517132221
gene13_variant31,0.5078861484404064,0.3488111194949708,0.4007110941277052,0.3111679143935715,0.04863374527523001,0.7306301993094741,0.33312427015500234,0.5669821381303627,0.8749400620457609,0.15453298321175968
gene13_variant32,0.3168946651031497,0.9141402496569124,0.27789970661188645,0.04853225278015527,0.6876331319508675,0.942707732428961,0.9504422300986611,0.4175692645307345,0.5192568609159418,0.043375724445964714
gene13_variant33,0.3902917194894082,0.5910419418430203,0.014937575594924923,0.06727840452062872,0.0709769035656781,0.4104992867571696,0.9537675189696504,0.2484424867755064,0.31556065198377115,0.3684869497519031
gene13_variant34,0.8423489912517895,0.47606254812626614,0.490543133297652,0.9182456087094657,0.8457511018580071,0.10707787933652646,0.27857659430422244,0.9884752215868948,0.2760731231628968,0.041633259216104945
gene13_variant35,0.24114122703923035,0.8684519732722885,0.45806624501640925,0.8398448218059046,0.10066598431015972,0.09278623606382674,0.5844730264173146,0.42162433966159163,0.5030058273562438,0.6134370885135003
gene13_variant36,0.9021115381487234,0.22785998096611526,0.17084091556001435,0.5295871308667994,0.5739901956530692,0.780454694758764,0.6948713988706934,0.2822847068925205,0.006310242629080531,0.206537977499621
gene13_variant37,0.2006010017099934,0.20561770852019523,0.017677654057205117,0.051921335458470774,0.521582922881601,0.8763521920162088,0.012060272747935863,0.17095327238128555,0.4653901230478671,0.974907984602599
gene13_variant38,0.25903951597970043,0.8022914707183382,0.6650081886491209,0.07930708992564561,0.4308819319521008,0.9439636403307717,0.9548336692275845,0.45968926381750286,0.00896832349069765,0.2912964148716528
gene13_variant39,0.965398770982239,0.7969249403381654,0.8860108509843436,0.773892001235687,0.4842040989883317,0.8606055380055633,0.986967123721017,0.02982319515391607,0.8571978265936249,0.9114395877512604
gene13_variant40,0.07932144610079495,0.13840323812537603,0.4790705567655287,0.9813840527850382,0.8745288771255112,0.0630759252649058,0.2191837398898866,0.009246840849926219,0.6745268245411279,0.8259066054333511
gene13_variant41,0.44540099676379385,0.35967324589796323,0.19714015529465412,0.4812083090461561,0.851412724440733,0.08943836283993534,0.2911115195205233,0.010938986944945994,0.8386636747267764,0.05439873313521404
gene13_variant42,0.3695864969635556,0.2518909132370035,0.4618640200589361,0.3002447287425294,0.0640553439413688,0.7064085617659202,0.6086706737168167,0.9112446989729804,0.9616434469194295,0.24660925230791775
gene13_variant43,0.6459806832372662,0.30486998055758296,0.532685469870277,0.966386701512734,0.18904759829431417,0.3001823483736521,0.6176339977568804,0.26320271293210085,0.9245787136679915,0.6107813172206691
gene13_variant44,0.4532706562016854,0.24238017129640865,0.4908442493942222,0.4032067730553689,0.0321032925237178,0.6348293120764679,0.6892933990486525,0.5715455975309334,0.4003504686770303,0.745777456854676
gene13_variant45,0.996102178831739,0.5379832629844379,0.22537745395884057,0.8073315866103604,0.4333337019847724,0.9651070273279639,0.7884933002294598,0.014967496344290399,0.044640539121874157,0.3685502726355876
gene13_variant46,0.9557376385825693,0.4690160550474701,0.554694206487933,0.2132602831022573,0.5543157581590021,0.4155552337857962,0.2156981797862373,0.22121393909612452,0.0667886725602731,0.1499360614795453
